name,id,link
BRUCKNELL CREEK @ CUDGEE,236212,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BRUCKNELL%20CREEK%20%40%20CUDGEE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BRUTHEN CREEK @ CARRAJUNG LOWER,227210,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BRUTHEN%20CREEK%20%40%20CARRAJUNG%20LOWER/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BRUTHEN CREEK @ D/S REEDY CREEK,227243,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BRUTHEN%20CREEK%20%40%20D%2FS%20REEDY%20CREEK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BRUTHEN CREEK @ WOODSIDE,227201,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BRUTHEN%20CREEK%20%40%20WOODSIDE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUCHAN RIVER @ BUCHAN,222206,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCHAN%20RIVER%20%40%20BUCHAN/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BUCHAN RIVER @ EGW OFFTAKE,222221,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCHAN%20RIVER%20%40%20EGW%20OFFTAKE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUCHAN RIVER @ GLENMORE,222403,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCHAN%20RIVER%20%40%20GLENMORE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUCHAN RIVER @ MURRINDAL,222207,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCHAN%20RIVER%20%40%20MURRINDAL/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BUCKLAND RIVER @ BUCKLAND,403206,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCKLAND%20RIVER%20%40%20BUCKLAND/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUCKLAND RIVER @ HARRIS LANE,403233,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCKLAND%20RIVER%20%40%20HARRIS%20LANE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUCKLAND RIVER @ TWELVE MILE,403253,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUCKLAND%20RIVER%20%40%20TWELVE%20MILE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUDGEE CREEK @ SAND RIDGE TRACK,409396,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUDGEE%20CREEK%20%40%20SAND%20RIDGE%20TRACK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUDGEE CREEK @ U/S BARMAH LAKE (WAR PLAIN),409398,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUDGEE%20CREEK%20%40%20U%2FS%20BARMAH%20LAKE%20(WAR%20PLAIN)/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO CREEK @ MYRTLEFORD,403216,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20CREEK%20%40%20MYRTLEFORD/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO RIVER @ ABBEYARD,403222,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20ABBEYARD/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO RIVER @ D/S ROSE RIVER JUNCTION,403254,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20D%2FS%20ROSE%20RIVER%20JUNCTION/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO RIVER @ LAKE BUFFALO,403220,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20LAKE%20BUFFALO/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO RIVER @ LAKE BUFFALO (HEAD GAUGE),403235,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20LAKE%20BUFFALO%20(HEAD%20GAUGE)/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BUFFALO RIVER @ MCGUFFIES BRIDGE,403204,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20MCGUFFIES%20BRIDGE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUFFALO RIVER @ SMITHS SUSPENSION BRIDGE,403207,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUFFALO%20RIVER%20%40%20SMITHS%20SUSPENSION%20BRIDGE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BULLOCK CREEK @ EAST LODDON,407290,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BULLOCK%20CREEK%20%40%20EAST%20LODDON/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BULLOCK CREEK @ LOCKWOOD,407235,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BULLOCK%20CREEK%20%40%20LOCKWOOD/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BULLOCK CREEK @ MARONG,407246,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BULLOCK%20CREEK%20%40%20MARONG/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BULLOCK CREEK @ U/S BOX CREEK,407287,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BULLOCK%20CREEK%20%40%20U%2FS%20BOX%20CREEK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUNDARA RIVER @ BUNDARA,401413,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNDARA%20RIVER%20%40%20BUNDARA/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BUNGALALLY CREEK @ MCKENZIE CREEK,415249,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNGALALLY%20CREEK%20%40%20MCKENZIE%20CREEK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUNYIP RIVER @ BUNYIP,228200,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNYIP%20RIVER%20%40%20BUNYIP/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUNYIP RIVER @ HEADWORKS,228207,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNYIP%20RIVER%20%40%20HEADWORKS/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUNYIP RIVER @ IONA,228213,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNYIP%20RIVER%20%40%20IONA/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUNYIP RIVER @ TONIMBUK,228212,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUNYIP%20RIVER%20%40%20TONIMBUK/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUOY @ LAKE MERAN,407608,https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUOY%20%40%20LAKE%20MERAN/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document=%7B%22label%22%3A%22Gaugings+and+Ratings%22%2C%22component%22%3A%22wmis-site-gaugingsratings%22%2C%22varFrom%22%3A%22streamwaterlevel%22%2C%22varTo%22%3A%22streamflow%22%2C%22ratingInterval%22%3A0%2C%22displayReftabs%22%3Atrue%2C%22displayRefrels%22%3Atrue%7D
BURNT CREEK @ WONWONDAH EAST,415223,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BURNT%20CREEK%20%40%20WONWONDAH%20EAST/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BURNT CREEK CHANNEL @ UEBERGANGS,415706,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BURNT%20CREEK%20CHANNEL%20%40%20UEBERGANGS/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BURROWYE CREEK @ BURROWYE,401207,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BURROWYE%20CREEK%20%40%20BURROWYE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BURRUMBEET CREEK @ LAKE BURRUMBEET,236215,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BURRUMBEET%20CREEK%20%40%20LAKE%20BURRUMBEET/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BUTCHER CREEK @ OMEO,401228,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BUTCHER%20CREEK%20%40%20OMEO/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
BYPASS CHANNEL @ LAKE LONSDALE,415705,"https://data.water.vic.gov.au/WMIS/#/overview/stations/topic/Surface%20Water/site/BYPASS%20CHANNEL%20%40%20LAKE%20LONSDALE/document?ww-station-table-_hiddenColumns=null&ww-station-table-sort=%5B%7B%22field%22%3A%22station_name%22%2C%22ascending%22%3Atrue%7D%5D&wmis-station-map-zoom=%7B%22center%22%3A%5B16093811.5%2C-4367923.490583417%5D%2C%22zoom%22%3A7%7D&document={%22label%22:%22Gaugings%20and%20Ratings%22,%22component%22:%22wmis-site-gaugingsratings%22,%22varFrom%22:%22streamwaterlevel%22,%22varTo%22:%22streamflow%22,%22ratingInterval%22:0,%22displayReftabs%22:true,%22displayRefrels%22:true}"
